sap_module,sap_table,sap_field,sap_description,classification_bucket,canonical_concept_id,context_added,status
PP,PLPO,WERKS,Plant,direct_alias_match,plant.id,false,already_present
PP,PLPO,MEINH,Unit of measure for activity,direct_alias_match,uom.code,false,already_present
PP,PLPO,LOART,Wage type,direct_alias_match,payroll.component,false,already_present
PP,PLPO,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
PP,PLPO,PEINH,Price unit,direct_alias_match,price.unit,false,already_present
PP,PLPO,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
PP,PLPO,INFNR,Number of purchasing info record,direct_alias_match,purchasing_info_record.id,true,added
PP,PLPO,ESOKZ,Purchasing info record category,direct_alias_match,info_record_category.code,true,added
PP,PLPO,EKORG,Purchasing Organization,direct_alias_match,purchasing_organization.id,false,already_present
PP,PLPO,EKGRP,Purchasing Group for External Processing Activity,direct_alias_match,purchasing_group.id,false,already_present
PP,PLPO,MATKL,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
PP,PLPO,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
PP,PLPO,VERTN,"Distr.cap.reqmts (plant maint.,process order, network)",direct_alias_match,contract.id,false,already_present
PP,PLPO,PSPNR,Standard WBS element,direct_alias_match,project.wbs_element_id,false,already_present
PP,PLPO,EBELN,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
PP,PLPO,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
PP,PLPO,EQUNR,Equipment Number,direct_alias_match,equipment.id,false,already_present
PP,PLPO,VERSN,Routing Version,direct_alias_match,version.number,false,already_present
PP,CRHD,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
PP,CRHD,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
PP,CRHD,AENAM_GRND,User Name,description_alias_match,account.name,true,added
PP,CRHD,AENAM_VORA,User Name,description_alias_match,account.name,true,added
PP,CRHD,AENAM_TERM,User Name,description_alias_match,account.name,true,added
PP,CRHD,AENAM_TECH,User Name,description_alias_match,account.name,true,added
PP,CRHD,ARBPL,Work Center,direct_alias_match,work_center.id,false,already_present
PP,CRHD,WERKS,Plant,direct_alias_match,plant.id,false,already_present
PP,CRHD,LVORM,Deletion flag for work center,direct_alias_match,material.deletion_mark,false,already_present
PP,CRHD,LOART,Wage type,direct_alias_match,payroll.component,false,already_present
PP,CRHD,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
PP,CRHD,EBELN_EXT,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
PP,CRHD,EKGRP_EXT,Purchasing Group,direct_alias_match,purchasing_group.id,false,already_present
PP,CRHD,EKORG_EXT,Purchasing Organization,direct_alias_match,purchasing_organization.id,false,already_present
PP,CRHD,MATKL_EXT,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
PP,AFKO,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
PP,AFKO,GSTRI,Actual start date,direct_alias_match,production_order.actual_start_date,false,already_present
PP,AFKO,GAMNG,Total Order Quantity,direct_alias_match,manufacturing_order.quantity,false,already_present
PP,AFKO,GMEIN,Base Unit of Measure,direct_alias_match,base_uom.code,false,already_present
PP,AFKO,PLNBEZ,Material Number,direct_alias_match,material.number,false,already_present
PP,AFKO,PLNNR,Key for Task List Group,direct_alias_match,route.id,false,already_present
PP,AFKO,PDATV,Valid-From Date,direct_alias_match,quote.valid_from_date,false,already_present
PP,AFKO,STLBEZ,Material Number,direct_alias_match,material.number,false,already_present
PP,AFKO,STLNR,Bill of Material,direct_alias_match,bom.id,false,already_present
PP,AFKO,SDATV,Valid-From Date,direct_alias_match,quote.valid_from_date,false,already_present
PP,AFKO,SBMEH,Base Unit of Measure,direct_alias_match,base_uom.code,false,already_present
PP,AFKO,PRUEFLOS,Inspection Lot Number,direct_alias_match,quality_inspection.id,false,already_present
PP,AFKO,REVLV,Revision Level,direct_alias_match,material.drawing_revision,false,already_present
PP,AFKO,BMEINS,Base Unit of Measure,direct_alias_match,base_uom.code,false,already_present
PP,AFPO,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
PP,AFPO,POSNR,Order item number,direct_alias_match,sales_order.line_item_number,false,already_present
PP,AFPO,PROJN,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
PP,AFPO,PLNUM,Planned Order,direct_alias_match,planned_order.id,false,already_present
PP,AFPO,KDAUF,Sales Order,direct_alias_match,sales_order.id,false,already_present
PP,AFPO,BESKZ,Procurement Type,direct_alias_match,make_or_buy.indicator,false,already_present
PP,AFPO,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
PP,AFPO,MATNR,Material Number for Order,direct_alias_match,material.erp_material_number,false,already_present
PP,AFPO,LGORT,Storage Location,direct_alias_match,storage_location.id,false,already_present
PP,AFPO,SERNR,BOM explosion number,direct_alias_match,asset.serial_number,false,already_present
PP,AFPO,DWERK,Plant,direct_alias_match,plant.id,false,already_present
PP,AFPO,CHARG,Batch Number,direct_alias_match,batch.id,false,already_present
PP,AFPO,XLOEK,Deletion Flag,direct_alias_match,material.deletion_mark,false,already_present
PP,AFPO,KUNNR2,Customer Number,direct_alias_match,customer.id,false,already_present
PP,AFPO,FSH_SALLOC_QTY,Allocated Stock Quantity,direct_alias_match,inventory_reservation.quantity,false,already_present
PM,AFVC,PLNNR,Key for Task List Group,direct_alias_match,route.id,false,already_present
PM,AFVC,VORNR,Operation/Activity Number,direct_alias_match,production_operation.number,false,already_present
PM,AFVC,WERKS,Plant,direct_alias_match,plant.id,false,already_present
PM,AFVC,LOART,Wage type,direct_alias_match,payroll.component,false,already_present
PM,AFVC,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
PM,AFVC,PEINH,Price unit,direct_alias_match,price.unit,false,already_present
PM,AFVC,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
PM,AFVC,INFNR,Number of purchasing info record,direct_alias_match,purchasing_info_record.id,true,added
PM,AFVC,ESOKZ,Purchasing info record category,direct_alias_match,info_record_category.code,true,added
PM,AFVC,EKORG,Purchasing Organization,direct_alias_match,purchasing_organization.id,false,already_present
PM,AFVC,EKGRP,Purchasing Group for External Processing Activity,direct_alias_match,purchasing_group.id,false,already_present
PM,AFVC,MATKL,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
PM,AFVC,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
PM,AFVC,PROJN,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
PM,AFVC,BANFN,Purchase Requisition Number,direct_alias_match,requisition.id,false,already_present
PM,AFVC,BNFPO,Item Number of Purchase Requisition in Order,direct_alias_match,requisition.line_item_number,false,already_present
PM,AFVC,PSPNR,Standard WBS element,direct_alias_match,project.wbs_element_id,false,already_present
PM,AFVC,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
PM,AFVC,EBELN,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
PM,AFVC,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
PM,AFVC,AFNAM,Name of requisitioner/requester,direct_alias_match,requisition.requester_id,false,already_present
PM,AFVC,PERNR,Personnel number,direct_alias_match,contact.id,false,already_present
PM,AFVC,LOEKZ,Deletion Flag,direct_alias_match,material.deletion_mark,false,already_present
PM,AFVC,WKURS,Exchange Rate,direct_alias_match,exchange_rate.rate,false,already_present
PM,AFVC,ADRNR,Addresses: Address Number,direct_alias_match,address.id,false,already_present
PM,AFVC,ADRN2,Address Number,direct_alias_match,address.id,false,already_present
PM,AFVC,PS_ADRNR,Addresses: Address Number,direct_alias_match,address.id,false,already_present
PM,AFVC,PS_ADRN2,Address Number,direct_alias_match,address.id,false,already_present
PM,AFVC,EQUNR,Equipment Number,direct_alias_match,equipment.id,false,already_present
PP,PLAF,PLNUM,Planned Order,direct_alias_match,planned_order.id,false,already_present
PP,PLAF,MATNR,Planning material,direct_alias_match,material.erp_material_number,false,already_present
PP,PLAF,PLWRK,Planning Plant,direct_alias_match,plant.id,false,already_present
PP,PLAF,BESKZ,Procurement Type,direct_alias_match,make_or_buy.indicator,false,already_present
PP,PLAF,PSTTR,Planned Order Start Date,direct_alias_match,planned_order.start_date,false,already_present
PP,PLAF,PEDTR,Planned Order End Date,direct_alias_match,planned_order.end_date,false,already_present
PP,PLAF,KDAUF,Sales Order Number,direct_alias_match,sales_order.id,false,already_present
PP,PLAF,PROJN,Old: Project number : No longer used --> PS_POSNR,direct_alias_match,project.wbs_element_id,false,already_present
PP,PLAF,KONNR,Number of principal purchase agreement,direct_alias_match,contract.id,false,already_present
PP,PLAF,EKORG,Purchasing Organization,direct_alias_match,purchasing_organization.id,false,already_present
PP,PLAF,LGORT,Storage Location,direct_alias_match,storage_location.id,false,already_present
PP,PLAF,NUMVR,Version number,direct_alias_match,version.number,false,already_present
PP,PLAF,PSPEL,WBS Element,direct_alias_match,project.wbs_element_id,false,already_present
PP,PLAF,SERNR,BOM explosion number,direct_alias_match,asset.serial_number,false,already_present
PP,PLAF,AUFNR,Run schedule header number,direct_alias_match,production_order.id,false,already_present
PP,PLAF,PLNNR,Key for Task List Group,direct_alias_match,route.id,false,already_present
PP,PLAF,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
PP,PLAF,REVLV,Revision Level,direct_alias_match,material.drawing_revision,false,already_present
PP,PLAF,EMATN,Material number corresponding to manufacturer part number,direct_alias_match,material.number,false,already_present
PP,PLAF,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
PP,MDKP,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
PP,MDKP,PLWRK,Plant,direct_alias_match,plant.id,false,already_present
PP,MDKP,MTART,Material Type,direct_alias_match,material.type_code,false,already_present
PP,MDKP,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
PP,MDKP,BESKZ,Procurement Type,direct_alias_match,make_or_buy.indicator,false,already_present
PP,MDKP,EKGRP,Purchasing Group,direct_alias_match,purchasing_group.id,false,already_present
PP,MDKP,EISBE,Safety Stock,direct_alias_match,inventory_policy.safety_stock_quantity,false,already_present
PP,MDKP,MINBE,Reorder Point,direct_alias_match,inventory_policy.reorder_point,false,already_present
PP,MDTB,MNG03,Shortage Quantity,direct_alias_match,backorder.quantity,false,already_present
PP,MDTB,PRPER,Forecast period,direct_alias_match,demand_forecast.forecast_period,false,already_present
PP,MDTB,BESKZ,Procurement Type,direct_alias_match,make_or_buy.indicator,false,already_present
PP,MDTB,LGORT,Storage Location,direct_alias_match,storage_location.id,false,already_present
PP,MDTB,VERSB,Version Number for Independent Requirements,direct_alias_match,version.number,false,already_present
PP,MDTB,SERNR,BOM explosion number,direct_alias_match,asset.serial_number,false,already_present
PP,MDTB,REVLV,Revision Level,direct_alias_match,material.drawing_revision,false,already_present
PP,MDTB,MPNMT,Material Number,direct_alias_match,material.number,false,already_present
