Kategorija/Domen,Naziv (Engleski),Naziv (Srpski),snake_case,camelCase,PascalCase,kebab-case,UPPER_SNAKE,lowercase,SAP style,Oracle/QAD style,Salesforce style,Odoo style,MS Dynamics style,Skracenice,Alternativni nazivi,Tip podatka,Tipicna duzina,Primer vrednosti
Logistika,Delivery Date (Actual),Datum isporuke (stvaran),actual_delivery_date,actualDeliveryDate,ActualDeliveryDate,actual-delivery-date,ACTUAL_DELIVERY_DATE,actualdeliverydate,LFDAT_IS,ACT_DEL_DT,ActualDelivery__c,date_done,actualdeliverydate,act_del,arrived_on,DATETIME,-,2026-04-15 14:30
Logistika,ETA,Procenjeno vreme dolaska,eta,eta,Eta,eta,ETA,eta,ETA,ETA,ETA__c,eta,eta,eta,estimated_time_arrival,DATETIME,-,2026-04-15 14:00
Logistika,ETD,Procenjeno vreme polaska,etd,etd,Etd,etd,ETD,etd,ETD,ETD,ETD__c,etd,etd,etd,estimated_time_departure,DATETIME,-,2026-04-15 09:00
Logistika,Transit Time,Vreme tranzita,transit_time,transitTime,TransitTime,transit-time,TRANSIT_TIME,transittime,TRANS_T,TRANSIT,TransitTime__c,transit_time,transittime,tt,travel_time,DECIMAL,"10,2",5.5
Logistika,Distance,Udaljenost,distance,distance,Distance,distance,DISTANCE,distance,ENTFE,DISTANCE,Distance__c,distance,distance,dist,"km, mileage",DECIMAL,"10,2",85.5
Logistika,Freight Cost,Cena prevoza,freight_cost,freightCost,FreightCost,freight-cost,FREIGHT_COST,freightcost,FRACHT_K,FRT_COST,FreightCost__c,freight,freightcost,frt,transport_cost,DECIMAL,"15,2",250
Logistika,Customs Status,Carinski status,customs_status,customsStatus,CustomsStatus,customs-status,CUSTOMS_STATUS,customsstatus,ZOLL_STAT,CUST_STAT,CustomsStatus__c,customs_state,customsstatus,cust_st,clearance_status,VARCHAR,30,Cleared
Logistika,Customs Document,Carinski dokument,customs_document,customsDocument,CustomsDocument,customs-document,CUSTOMS_DOCUMENT,customsdocument,ZOLL_DOC,CUST_DOC,CustomsDoc__c,customs_doc,customsdocument,cust_doc,"jcd, customs_decl",VARCHAR,30,JCD-2026-001
Logistika,Container Number,Broj kontejnera (transport),transport_container,transportContainer,TransportContainer,transport-container,TRANSPORT_CONTAINER,transportcontainer,CONTNR_TRP,TR_CONT,TrCont__c,container_id,containerid,tr_cont,sea_container,VARCHAR,20,MSCU1234567
Logistika,Seal Number,Broj plombe,seal_number,sealNumber,SealNumber,seal-number,SEAL_NUMBER,sealnumber,PLOMBE,SEAL_NO,Seal__c,seal,sealnumber,seal,plomba,VARCHAR,20,SEAL12345
Logistika,Loading Date,Datum utovara,loading_date,loadingDate,LoadingDate,loading-date,LOADING_DATE,loadingdate,VERLAD_D,LOAD_DT,LoadingDate__c,date_loading,loadingdate,load_dt,loaded_on,DATETIME,-,2026-04-15 08:00
Logistika,Unloading Date,Datum istovara,unloading_date,unloadingDate,UnloadingDate,unloading-date,UNLOADING_DATE,unloadingdate,ENTLAD_D,UNLOAD_DT,UnloadingDate__c,date_unloading,unloadingdate,unload_dt,offloaded_on,DATETIME,-,2026-04-15 14:30
Logistika,Port of Loading,Luka utovara,port_of_loading,portOfLoading,PortOfLoading,port-of-loading,PORT_OF_LOADING,portofloading,VERLAD_HF,POL,PortLoading__c,port_loading,portofloading,pol,loading_port,VARCHAR,100,Koper
Logistika,Port of Discharge,Luka istovara,port_of_discharge,portOfDischarge,PortOfDischarge,port-of-discharge,PORT_OF_DISCHARGE,portofdischarge,ENTLAD_HF,POD,PortDischarge__c,port_discharge,portofdischarge,pod,discharge_port,VARCHAR,100,Hamburg
Logistika,Insurance Number,Broj osiguranja,insurance_number,insuranceNumber,InsuranceNumber,insurance-number,INSURANCE_NUMBER,insurancenumber,VERS_NR,INS_NO,Insurance__c,insurance_id,insurancenumber,ins_no,"policy_no, polisa",VARCHAR,30,POL-2026-001
Logistika,Insurance Value,Vrednost osiguranja,insurance_value,insuranceValue,InsuranceValue,insurance-value,INSURANCE_VALUE,insurancevalue,VERS_W,INS_VAL,InsuranceValue__c,insurance_value,insurancevalue,ins_val,insured_amount,DECIMAL,"15,2",120000
Sistemski,Created Date,Datum kreiranja,created_at,createdAt,CreatedAt,created-at,CREATED_AT,createdat,ERDAT,CREATE_DT,CreatedDate,create_date,createdon,crt_dt,"date_created, datum_kreiranja",DATETIME,-,2026-04-15 10:30
Sistemski,Created By,Kreirao,created_by,createdBy,CreatedBy,created-by,CREATED_BY,createdby,ERNAM,CREATE_BY,CreatedById,create_uid,createdby,crt_by,"user_created, kreirao",VARCHAR,50,admin
Sistemski,Modified Date,Datum izmene,modified_at,modifiedAt,ModifiedAt,modified-at,MODIFIED_AT,modifiedat,AEDAT,MOD_DT,LastModifiedDate,write_date,modifiedon,mod_dt,"updated_at, datum_izmene",DATETIME,-,2026-04-20 14:15
Sistemski,Modified By,Izmenio,modified_by,modifiedBy,ModifiedBy,modified-by,MODIFIED_BY,modifiedby,AENAM,MOD_BY,LastModifiedById,write_uid,modifiedby,mod_by,"updated_by, izmenio",VARCHAR,50,user1
Sistemski,Deleted Date,Datum brisanja,deleted_at,deletedAt,DeletedAt,deleted-at,DELETED_AT,deletedat,LOEKZ_DT,DEL_DT,IsDeleted,active,isdeleted,del_dt,date_deleted,DATETIME,-,2026-04-25 12:00
Sistemski,Deleted By,Obrisao,deleted_by,deletedBy,DeletedBy,deleted-by,DELETED_BY,deletedby,LOEKZ_BY,DEL_BY,DeletedById__c,deleted_uid,deletedby,del_by,user_deleted,VARCHAR,50,admin
Sistemski,Is Deleted,Obrisan (flag),is_deleted,isDeleted,IsDeleted,is-deleted,IS_DELETED,isdeleted,LOEKZ,DEL_FLAG,IsDeleted,active,statecode,del,"soft_delete, obrisan",BOOLEAN,-,FALSE
Sistemski,Is Active,Aktivan,is_active,isActive,IsActive,is-active,IS_ACTIVE,isactive,XAKTIV,ACT_FLAG,IsActive,active,statecode,act,"enabled, aktivan",BOOLEAN,-,TRUE
Sistemski,Version Number,Broj verzije,version_number,versionNumber,VersionNumber,version-number,VERSION_NUMBER,versionnumber,VERSI_N,VER_NO,VersionNumber,version,versionnumber,ver_no,revision_no,INT,-,1
Sistemski,Record ID,ID zapisa,record_id,recordId,RecordId,record-id,RECORD_ID,recordid,MANDT,REC_ID,Id,id,id,rec_id,"pk, primary_key",INT/UUID,-,REC-12345
Sistemski,Primary Key,Primarni kljuc,id,id,Id,id,ID,id,MANDT,PK,Id,id,id,id,"pk, primary_id",INT/UUID,-,12345
Sistemski,UUID,UUID,uuid,uuid,Uuid,uuid,UUID,uuid,GUID,UUID,UUID__c,uuid,uniqueid,uuid,guid,UUID,36,550e8400-e29b-41d4-a716...
Sistemski,GUID,GUID,guid,guid,Guid,guid,GUID,guid,GUID,GUID,GUID__c,guid,guid,guid,"uuid, unique_id",UUID,36,{550E8400-E29B-41D4...}
Sistemski,External ID,Eksterni ID,external_id,externalId,ExternalId,external-id,EXTERNAL_ID,externalid,EXT_ID,EXT_ID,External_Id__c,external_id,externalid,ext_id,"xref_id, ext_ref",VARCHAR,50,EXT-001
Sistemski,Reference Code,Referentna sifra,reference_code,referenceCode,ReferenceCode,reference-code,REFERENCE_CODE,referencecode,REF_CD,REF_CODE,RefCode__c,reference,referencecode,ref_cd,ref_code,VARCHAR,30,REF-001
Sistemski,Tenant ID,ID tenant-a,tenant_id,tenantId,TenantId,tenant-id,TENANT_ID,tenantid,MANDT,TENANT,TenantId__c,company_id,organizationid,tnt_id,"client_id, mandant",INT/UUID,-,T001
Sistemski,Client ID,ID klijenta,client_id,clientId,ClientId,client-id,CLIENT_ID,clientid,MANDT,CLIENT_ID,ClientId__c,client_id,clientid,clt_id,tenant_id,VARCHAR,10,100
Sistemski,Organization ID,ID organizacije,organization_id,organizationId,OrganizationId,organization-id,ORGANIZATION_ID,organizationid,BUKRS,ORG_ID,OrganizationId__c,company_id,organizationid,org_id,"company_id, org",INT/UUID,-,ORG-001
Sistemski,Audit Log ID,ID audit log-a,audit_log_id,auditLogId,AuditLogId,audit-log-id,AUDIT_LOG_ID,auditlogid,AUDIT_ID,AUDIT_ID,AuditLog__c,log_id,auditid,audit_id,log_pk,INT/UUID,-,AL-001
Sistemski,Action Type,Tip akcije,action_type,actionType,ActionType,action-type,ACTION_TYPE,actiontype,AKT_TYP,ACT_TYPE,ActionType__c,action_type,operationtype,act_type,"operation, akcija",VARCHAR,30,UPDATE
Sistemski,IP Address,IP adresa,ip_address,ipAddress,IpAddress,ip-address,IP_ADDRESS,ipaddress,IP_ADR,IP_ADDR,IPAddress__c,ip_address,ipaddress,ip,source_ip,VARCHAR,45,192.168.1.100
Sistemski,User Agent,User agent,user_agent,userAgent,UserAgent,user-agent,USER_AGENT,useragent,USER_AG,USER_AGT,UserAgent__c,user_agent,useragent,ua,"browser, client_app",VARCHAR,500,Mozilla/5.0...
Sistemski,Session ID,ID sesije,session_id,sessionId,SessionId,session-id,SESSION_ID,sessionid,SESS_ID,SESS_ID,SessionId__c,session_id,sessionid,sess_id,session_token,VARCHAR,100,SESS-abc123...
Sistemski,API Key,API kljuc,api_key,apiKey,ApiKey,api-key,API_KEY,apikey,API_KEY,API_KEY,ApiKey__c,api_key,apikey,api,"token, access_key",VARCHAR,255,sk_live_abc123...
Sistemski,Token,Token,token,token,Token,token,TOKEN,token,TOKEN,TOKEN,Token__c,token,authtoken,tkn,"jwt, auth_token",VARCHAR,500,eyJhbGc...
Sistemski,Hash,Hes,hash,hash,Hash,hash,HASH,hash,HASH,HASH,Hash__c,hash,hash,hsh,"checksum, signature",VARCHAR,255,a3f5b8c9...
Sistemski,Status Code,sifra statusa,status_code,statusCode,StatusCode,status-code,STATUS_CODE,statuscode,STAT_CD,STAT_CODE,StatusCode__c,state_code,statuscode,st_cd,"state_code, sif_status",VARCHAR,20,ACT
Sistemski,Error Code,sifra greske,error_code,errorCode,ErrorCode,error-code,ERROR_CODE,errorcode,ERR_CD,ERR_CODE,ErrorCode__c,error_code,errorcode,err_cd,"err_code, sif_greske",VARCHAR,20,E001
Sistemski,Error Message,Poruka greske,error_message,errorMessage,ErrorMessage,error-message,ERROR_MESSAGE,errormessage,ERR_MSG,ERR_MSG,ErrorMessage__c,error_message,errormessage,err_msg,err_text,TEXT,-,Validation failed
Sistemski,Locked,Zakljucan,is_locked,isLocked,IsLocked,is-locked,IS_LOCKED,islocked,GESPER,LOCKED,IsLocked__c,locked,islocked,lck,"lock_flag, zakljucan",BOOLEAN,-,FALSE
Sistemski,Lock Date,Datum zakljucavanja,locked_at,lockedAt,LockedAt,locked-at,LOCKED_AT,lockedat,SPERR_DT,LOCK_DT,LockedDate__c,date_locked,lockedon,lck_dt,locked_on,DATETIME,-,2026-04-25 10:00
Sistemski,Workflow ID,ID workflow-a,workflow_id,workflowId,WorkflowId,workflow-id,WORKFLOW_ID,workflowid,WF_ID,WF_ID,WorkflowId,workflow_id,workflowid,wf_id,process_id,INT/UUID,-,WF-001
Sistemski,Process Step,Korak procesa,process_step,processStep,ProcessStep,process-step,PROCESS_STEP,processstep,PROC_STEP,PROC_STEP,ProcessStep__c,step,stepname,step,"wf_step, korak",VARCHAR,50,Approval
Projekti,Project ID,ID projekta,project_id,projectId,ProjectId,project-id,PROJECT_ID,projectid,PSPID,PROJ_ID,Project__c,project_id,projectid,prj_id,proj_pk,INT/UUID,-,PRJ-001
Projekti,Project Code,sifra projekta,project_code,projectCode,ProjectCode,project-code,PROJECT_CODE,projectcode,PSPID,PROJ_CD,ProjectCode__c,code,projectcode,prj_cd,proj_no,VARCHAR,20,PRJ-2026-01
Projekti,Project Name,Naziv projekta,project_name,projectName,ProjectName,project-name,PROJECT_NAME,projectname,POST1,PROJ_NM,Name,name,name,prj_nm,project_title,VARCHAR,255,ERP Implementation
Projekti,WBS Element,WBS element,wbs_element,wbsElement,WbsElement,wbs-element,WBS_ELEMENT,wbselement,PSP_ELE,WBS,WBS__c,wbs_id,wbsid,wbs,work_breakdown,VARCHAR,30,WBS-001-01
Projekti,Task ID,ID zadatka,task_id,taskId,TaskId,task-id,TASK_ID,taskid,TASK_ID,TASK_ID,TaskId,task_id,taskid,tsk_id,activity_id,INT/UUID,-,TSK-001
Projekti,Task Name,Naziv zadatka,task_name,taskName,TaskName,task-name,TASK_NAME,taskname,TASK_NM,TASK_NAME,Subject,name,subject,tsk_nm,activity_name,VARCHAR,255,Database Setup
Projekti,Milestone,Milestone,milestone,milestone,Milestone,milestone,MILESTONE,milestone,MEILEN,MILESTONE,Milestone__c,milestone,milestone,ms,"phase, faza",VARCHAR,100,Go-Live
Projekti,Project Manager,Projekt menadzer,project_manager,projectManager,ProjectManager,project-manager,PROJECT_MANAGER,projectmanager,PMNAME,PM,ProjectManager__c,user_id,projectmanagerid,pm,"pm, pl",VARCHAR,100,J. Markovic
Projekti,Project Status,Status projekta,project_status,projectStatus,ProjectStatus,project-status,PROJECT_STATUS,projectstatus,PRJ_STAT,PRJ_STAT,Status,state,statuscode,prj_st,proj_state,VARCHAR,20,In Progress
Projekti,Project Start,Pocetak projekta,project_start,projectStart,ProjectStart,project-start,PROJECT_START,projectstart,PRJ_START,PRJ_ST,StartDate__c,date_start,startdate,prj_st,start_date,DATE,-,2026-01-15
Projekti,Project End,Kraj projekta,project_end,projectEnd,ProjectEnd,project-end,PROJECT_END,projectend,PRJ_END,PRJ_END,EndDate__c,date_end,enddate,prj_end,"end_date, finish",DATE,-,2026-12-31
Projekti,Budget (Project),Budzet projekta,project_budget,projectBudget,ProjectBudget,project-budget,PROJECT_BUDGET,projectbudget,BUDGET,PRJ_BUD,Budget__c,budget,budget,prj_bud,allocated_budget,DECIMAL,"15,2",500000
Projekti,Project Cost,Trosak projekta,project_cost,projectCost,ProjectCost,project-cost,PROJECT_COST,projectcost,KOST_PRJ,PRJ_COST,Cost__c,cost,cost,prj_cost,actual_cost,DECIMAL,"15,2",325000
Projekti,Completion Percent,Procenat zavrsenosti,completion_percent,completionPercent,CompletionPercent,completion-percent,COMPLETION_PERCENT,completionpercent,FERTGR,COMPL_PCT,PercentComplete__c,progress,percentcomplete,compl_pct,"progress_pct, izvrseno",DECIMAL,"5,2",65
Projekti,Effort (Hours),Utroseni sati,effort_hours,effortHours,EffortHours,effort-hours,EFFORT_HOURS,efforthours,AUFW_STD,EFFORT,Effort__c,effective_hours,effort,eff_hrs,"time_spent, sati",DECIMAL,"10,2",120
Projekti,Estimated Hours,Procenjeni sati,estimated_hours,estimatedHours,EstimatedHours,estimated-hours,ESTIMATED_HOURS,estimatedhours,PLAN_STD,EST_HRS,EstimatedHours__c,planned_hours,estimatedeffort,est_hrs,planned_effort,DECIMAL,"10,2",100
E-commerce,Order ID,ID porudzbine,order_id,orderId,OrderId,order-id,ORDER_ID,orderid,VBELN,ORDER_ID,OrderId,order_id,salesorderid,ord_id,order_pk,INT/UUID,-,ORD-001
E-commerce,Cart ID,ID korpe,cart_id,cartId,CartId,cart-id,CART_ID,cartid,CART_ID,CART_ID,CartId__c,cart_id,cartid,crt_id,"basket_id, korpa",INT/UUID,-,CART-001
E-commerce,Wishlist ID,ID liste zelja,wishlist_id,wishlistId,WishlistId,wishlist-id,WISHLIST_ID,wishlistid,WISH_ID,WISH_ID,Wishlist__c,wishlist_id,wishlistid,wsh_id,favorite_id,INT/UUID,-,WSH-001
E-commerce,Coupon Code,Kupon kod,coupon_code,couponCode,CouponCode,coupon-code,COUPON_CODE,couponcode,GUTSCH_CD,COUPON,Coupon__c,coupon_code,couponcode,cpn,"promo_code, voucher",VARCHAR,30,SAVE10
E-commerce,Promo Code,Promotivni kod,promo_code,promoCode,PromoCode,promo-code,PROMO_CODE,promocode,PROMO_CD,PROMO,Promo__c,promo_code,promocode,prm,discount_code,VARCHAR,30,BLACKFRIDAY
E-commerce,Discount Type,Tip popusta,discount_type,discountType,DiscountType,discount-type,DISCOUNT_TYPE,discounttype,SKO_TYP,DISC_TYPE,DiscountType__c,discount_type,discounttype,dsc_type,rebate_type,VARCHAR,20,Percentage
E-commerce,Loyalty Points,Bodovi lojalnosti,loyalty_points,loyaltyPoints,LoyaltyPoints,loyalty-points,LOYALTY_POINTS,loyaltypoints,LOY_PTS,LOYALTY,Points__c,loyalty_points,loyaltypoints,loy_pts,"reward_points, bonus",INT,-,500
E-commerce,Customer Rating,Ocena kupca,customer_rating,customerRating,CustomerRating,customer-rating,CUSTOMER_RATING,customerrating,BEW_KU,CUST_RAT,Rating__c,rating,rating,cust_rat,review_score,DECIMAL,"3,2",4.5
E-commerce,Product Rating,Ocena proizvoda,product_rating,productRating,ProductRating,product-rating,PRODUCT_RATING,productrating,PROD_RAT,PROD_RAT,ProductRating__c,rating,productrating,prd_rat,review_avg,DECIMAL,"3,2",4.2
E-commerce,Review Count,Broj recenzija,review_count,reviewCount,ReviewCount,review-count,REVIEW_COUNT,reviewcount,BEW_ANZ,REV_CNT,ReviewCount__c,review_count,reviewcount,rev_cnt,rating_count,INT,-,127
E-commerce,Stock Status,Status zaliha,stock_status,stockStatus,StockStatus,stock-status,STOCK_STATUS,stockstatus,LAGER_ST,STK_STAT,StockStatus__c,stock_status,stockstatus,stk_st,availability,VARCHAR,20,In Stock
E-commerce,Sale Price,Akcijska cena,sale_price,salePrice,SalePrice,sale-price,SALE_PRICE,saleprice,VKP_AKC,SALE_PR,SalePrice__c,list_price,currentprice,sl_pr,promo_price,DECIMAL,"15,2",999
E-commerce,MSRP,MSRP (preporucena cena),msrp,msrp,Msrp,msrp,MSRP,msrp,UVP,MSRP,MSRP__c,msrp,msrp,msrp,"rrp, list_price",DECIMAL,"15,2",1299
Dokumenti,Document ID,ID dokumenta,document_id,documentId,DocumentId,document-id,DOCUMENT_ID,documentid,DOKAR,DOC_ID,DocumentId,attachment_id,documentid,doc_id,file_id,INT/UUID,-,DOC-001
Dokumenti,File Name,Naziv fajla,file_name,fileName,FileName,file-name,FILE_NAME,filename,DATEINAME,FILE_NM,Name,name,filename,fn,filename,VARCHAR,255,contract.pdf
Dokumenti,File Size,Velicina fajla,file_size,fileSize,FileSize,file-size,FILE_SIZE,filesize,FILGR,FILE_SZ,ContentSize,file_size,filesize,sz,size_bytes,BIGINT,-,2048576
Dokumenti,File Type,Tip fajla,file_type,fileType,FileType,file-type,FILE_TYPE,filetype,MIMETYPE,FILE_TYPE,FileType,mimetype,mimetype,ft,mime_type,VARCHAR,100,application/pdf
Dokumenti,File Extension,Ekstenzija fajla,file_extension,fileExtension,FileExtension,file-extension,FILE_EXTENSION,fileextension,EXT,EXT,FileExtension,file_ext,fileext,ext,extension,VARCHAR,10,pdf
Dokumenti,File Path,Putanja fajla,file_path,filePath,FilePath,file-path,FILE_PATH,filepath,PFAD,PATH,FilePath__c,path,filepath,path,"file_loc, location",VARCHAR,500,/uploads/2026/04/
Dokumenti,URL,URL,url,url,Url,url,URL,url,URL,URL,URL__c,url,url,url,"link, web_url",VARCHAR,500,https://example.com/doc
Dokumenti,Upload Date,Datum upload-a,upload_date,uploadDate,UploadDate,upload-date,UPLOAD_DATE,uploaddate,UPLOAD_DT,UPL_DT,UploadDate__c,create_date,createdon,upl_dt,uploaded_on,DATETIME,-,2026-04-15 10:00
Dokumenti,MIME Type,MIME tip,mime_type,mimeType,MimeType,mime-type,MIME_TYPE,mimetype,MIME,MIME,MimeType,mimetype,mimetype,mime,content_type,VARCHAR,100,image/jpeg
Dokumenti,Attachment ID,ID priloga,attachment_id,attachmentId,AttachmentId,attachment-id,ATTACHMENT_ID,attachmentid,ATT_ID,ATTACH_ID,AttachmentId,attachment_id,attachmentid,att_id,attach_pk,INT/UUID,-,ATT-001
Dokumenti,Document Type,Tip dokumenta,document_type,documentType,DocumentType,document-type,DOCUMENT_TYPE,documenttype,DOKAR,DOC_TYPE,Type,document_type,documenttypecode,doc_type,file_category,VARCHAR,30,Contract
Dokumenti,Document Status,Status dokumenta,document_status,documentStatus,DocumentStatus,document-status,DOCUMENT_STATUS,documentstatus,DOKST,DOC_STAT,Status,state,statuscode,doc_st,file_status,VARCHAR,20,Approved
Dokumenti,Document Version,Verzija dokumenta,document_version,documentVersion,DocumentVersion,document-version,DOCUMENT_VERSION,documentversion,DOKVR,DOC_VER,VersionNumber,version,documentversionnumber,doc_ver,revision,VARCHAR,10,1.2
Dokumenti,Author,Autor,author,author,Author,author,AUTHOR,author,AUTOR,AUTHOR,Author__c,author_id,author,auth,"creator, autor",VARCHAR,100,M. Petrovic
Dokumenti,Description (Doc),Opis dokumenta,document_description,documentDescription,DocumentDescription,document-description,DOCUMENT_DESCRIPTION,documentdescription,DOK_DESC,DOC_DESC,Description,description,description,doc_desc,file_desc,TEXT,-,Ugovor o saradnji
Dokumenti,Tags,Tagovi,tags,tags,Tags,tags,TAGS,tags,SCHL_WORT,TAGS,Tags__c,tag_ids,keywords,tags,"keywords, labels",VARCHAR,500,"contract,2026,client"
Dokumenti,Keywords,Kljucne reci,keywords,keywords,Keywords,keywords,KEYWORDS,keywords,SCHL_W,KEYWORDS,Keywords__c,keywords,keywords,kw,"tags, search_terms",VARCHAR,500,"erp,sap,implementation"
Marketing,Email Subject,Predmet emaila,email_subject,emailSubject,EmailSubject,email-subject,EMAIL_SUBJECT,emailsubject,EM_BETR,EM_SUBJ,Subject,subject,subject,em_subj,subject_line,VARCHAR,255,Special offer
Marketing,Email Body,Telo emaila,email_body,emailBody,EmailBody,email-body,EMAIL_BODY,emailbody,EM_TEXT,EM_BODY,HtmlBody,body,description,em_body,"message_body, content",TEXT,-,Dear customer...
Marketing,Sender Email,Email posiljaoca,sender_email,senderEmail,SenderEmail,sender-email,SENDER_EMAIL,senderemail,EM_SEND,SENDER,FromAddress,email_from,sender,snd_em,from_email,VARCHAR,100,noreply@example.com
Marketing,Recipient Email,Email primaoca,recipient_email,recipientEmail,RecipientEmail,recipient-email,RECIPIENT_EMAIL,recipientemail,EM_RECP,RECIPIENT,ToAddress,email_to,to,rcp_em,to_email,VARCHAR,100,customer@example.com
Marketing,CC Email,CC email,cc_email,ccEmail,CcEmail,cc-email,CC_EMAIL,ccemail,EM_CC,CC,CcAddress,email_cc,cc,cc,carbon_copy,VARCHAR,255,manager@example.com
Marketing,BCC Email,BCC email,bcc_email,bccEmail,BccEmail,bcc-email,BCC_EMAIL,bccemail,EM_BCC,BCC,BccAddress,email_bcc,bcc,bcc,blind_cc,VARCHAR,255,admin@example.com
Marketing,Open Rate,Stopa otvaranja,open_rate,openRate,OpenRate,open-rate,OPEN_RATE,openrate,OEFFN_R,OPEN_RT,OpenRate__c,open_rate,openrate,op_rt,email_open_pct,DECIMAL,"5,2",22.5
Marketing,Click Rate,Stopa klikova,click_rate,clickRate,ClickRate,click-rate,CLICK_RATE,clickrate,KLICK_R,CLICK_RT,ClickRate__c,click_rate,clickthroughrate,clk_rt,ctr,DECIMAL,"5,2",3.2
Marketing,Bounce Rate,Stopa odbijanja,bounce_rate,bounceRate,BounceRate,bounce-rate,BOUNCE_RATE,bouncerate,BNCE_R,BOUNCE_RT,BounceRate__c,bounce_rate,bouncerate,bnc_rt,undelivered_pct,DECIMAL,"5,2",1.5
Marketing,Unsubscribe Date,Datum odjave,unsubscribe_date,unsubscribeDate,UnsubscribeDate,unsubscribe-date,UNSUBSCRIBE_DATE,unsubscribedate,UNSUB_DT,UNSUB_DT,UnsubscribeDate__c,date_unsub,unsubscribedate,unsub_dt,optout_date,DATE,-,2026-04-20
Marketing,Subscriber Status,Status pretplatnika,subscriber_status,subscriberStatus,SubscriberStatus,subscriber-status,SUBSCRIBER_STATUS,subscriberstatus,ABO_STAT,SUB_STAT,SubscriberStatus__c,subscription_state,subscriberstatus,sub_st,subscription_status,VARCHAR,20,Active
Marketing,Source,Izvor,source,source,Source,source,SOURCE,source,HERKUN,SOURCE,LeadSource,source_id,sourcecode,src,"origin, channel",VARCHAR,50,Website
Marketing,Channel,Kanal,channel,channel,Channel,channel,CHANNEL,channel,VKKAN,CHANNEL,Channel__c,channel_id,channeltypecode,chnl,"medium, kanal",VARCHAR,50,Email
Marketing,UTM Source,UTM izvor,utm_source,utmSource,UtmSource,utm-source,UTM_SOURCE,utmsource,UTM_SRC,UTM_SRC,UTMSource__c,utm_source,utmsource,utm_src,utm_src,VARCHAR,100,google
Marketing,UTM Medium,UTM medijum,utm_medium,utmMedium,UtmMedium,utm-medium,UTM_MEDIUM,utmmedium,UTM_MED,UTM_MED,UTMMedium__c,utm_medium,utmmedium,utm_med,utm_med,VARCHAR,100,cpc
Marketing,UTM Campaign,UTM kampanja,utm_campaign,utmCampaign,UtmCampaign,utm-campaign,UTM_CAMPAIGN,utmcampaign,UTM_CAMP,UTM_CAMP,UTMCampaign__c,utm_campaign,utmcampaign,utm_camp,utm_camp,VARCHAR,100,spring_sale
Finansije,Asset Number,Broj osnovnog sredstva,asset_number,assetNumber,AssetNumber,asset-number,ASSET_NUMBER,assetnumber,ANLN1,ASSET_NO,AssetNumber__c,asset_id,assetnumber,asst_no,"fixed_asset, os_broj",VARCHAR,20,AST-001
Finansije,Asset Class,Klasa osnovnog sredstva,asset_class,assetClass,AssetClass,asset-class,ASSET_CLASS,assetclass,ANLKL,ASSET_CLS,AssetClass__c,asset_category_id,assetclass,asst_cls,asset_cat,VARCHAR,20,MACHINERY
Finansije,Depreciation,Amortizacija,depreciation,depreciation,Depreciation,depreciation,DEPRECIATION,depreciation,ABSCH,DEPREC,Depreciation__c,depreciation,depreciation,depr,"amort, otpis",DECIMAL,"15,2",5000
Finansije,Acquisition Cost,Nabavna vrednost,acquisition_cost,acquisitionCost,AcquisitionCost,acquisition-cost,ACQUISITION_COST,acquisitioncost,ANSWL,ACQ_COST,AcquisitionCost__c,purchase_value,acquisitioncost,acq_cst,"original_cost, nabavka",DECIMAL,"15,2",50000
Finansije,Book Value,Knjigovodstvena vrednost,book_value,bookValue,BookValue,book-value,BOOK_VALUE,bookvalue,BCH_WERT,BOOK_VAL,BookValue__c,salvage_value,bookvalue,bk_val,"net_book, sadasnja_vred",DECIMAL,"15,2",35000
Finansije,Profit Amount,Profit (iznos),profit,profit,Profit,profit,PROFIT,profit,GEWINN,PROFIT,Profit__c,margin,profit,prft,"income, dobit",DECIMAL,"15,2",25000
Finansije,Loss Amount,Gubitak (iznos),loss,loss,Loss,loss,LOSS,loss,VERLUST,LOSS,Loss__c,loss,loss,lss,"deficit, gubitak",DECIMAL,"15,2",5000
Finansije,Margin,Marza,margin,margin,Margin,margin,MARGIN,margin,MARGE,MARGIN,Margin__c,margin,margin,mrg,"markup, marza",DECIMAL,"5,2",25
Finansije,Commission,Provizija,commission,commission,Commission,commission,COMMISSION,commission,PROV,COMMISSION,Commission__c,commission,commission,comm,"provizija, fee",DECIMAL,"15,2",500
